,support,itemsets
492,0.1499124734626988,['市场']
883,0.13747253156542144,['经济']
83,0.10376550337070282,['中国']
176,0.08849491601176952,['企业']
1082,0.06998398450594064,['问题']
232,0.060747141420537075,['公司']
621,0.06003948005512309,['政策']
837,0.056538418563074976,['社会']
373,0.048903124883608325,['国家']
1065,0.047264330142649635,['金融']
618,0.04361428731051436,['政府']
1118,0.04339081530038363,['风险']
1019,0.04190100189951208,['资金']
133,0.04149130321427241,['产业']
578,0.03951730045811762,['我国']
595,0.03903311110283437,['技术']
1014,0.03772952437707177,['资本']
648,0.03683563633654885,['方面']
279,0.03553204961078625,['制度']
912,0.03519684159559015,['美国']
379,0.032105478788781706,['国际']
601,0.03150955342843309,['投资者']
173,0.031099854743193416,['价格']
1017,0.03042943871280122,['资源']
788,0.030392193377779434,['环境']
1007,0.030168721367648702,['质量']
399,0.029647286677343662,['基础']
325,0.029125851987038622,['原因']
1099,0.029088606652016836,['需求']
189,0.028641662631755372,['体系']
193,0.027822265261276024,['作用']
135,0.027785019926254238,['产品']
683,0.02744981191105814,['机构']
680,0.02718909456590562,['机制']
954,0.027040113225818466,['行业']
1072,0.02696562255577489,['银行']
1377,0.026816641215687734,"['中国', '经济']"
934,0.02663041454057879,['能力']
64,0.02640694253044806,['世界']
732,0.026257961190360907,['水平']
575,0.026257961190360907,['成本']
230,0.02592275317516481,['全球']
825,0.025773771835077657,['目前']
1005,0.02569928116503408,['货币']
927,0.025513054489925135,['股市']
561,0.025513054489925135,['情况']
644,0.024283958434206117,['方式']
207,0.02391150508398823,['信息']
659,0.02342731572870498,['时间']
369,0.023352825058661403,['国内']
955,0.022794145033334576,['行为']
1113,0.02193750232783344,['领域']
675,0.02163953964765913,['未来']
894,0.021080859622332304,['结构']
791,0.020373198256918322,['现在']
2924,0.02014972624678759,"['市场', '经济']"
612,0.0201124809117658,['收入']
846,0.019702782226526126,['科技']
390,0.019702782226526126,['城市']
160,0.019404819546351818,['今年']
277,0.018957875526090358,['利益']
714,0.01888338485604678,['模式']
1862,0.018734403515959626,"['企业', '市场']"
384,0.018548176840850684,['地区']
931,0.018212968825654586,['股票']
1040,0.01813847815561101,['过程']
971,0.017952251480502068,['规模']
1012,0.017915006145480278,['资产']
362,0.017766024805393126,['因素']
634,0.017728779470371336,['数据']
151,0.01761704346530597,['人民']
826,0.01761704346530597,['目标']
170,0.017542552795262394,['价值']
385,0.017244590115088086,['地方']
323,0.017207344780066296,['压力']
1060,0.01717009944504451,['部门']
1109,0.017058363439979143,['项目']
188,0.01683489142984841,['体制']
583,0.01683489142984841,['房地产']
655,0.01679764609482662,['时代']
1312,0.016760400759804835,"['中国', '市场']"
2965,0.016685910089761256,"['市场', '资本']"
242,0.01664866475473947,['关系']
528,0.016499683414652314,['当前']
579,0.01635070207456516,['战略']
501,0.01612723006443443,['平台']
178,0.01608998472941264,['优势']
3302,0.01608998472941264,"['政策', '经济']"
401,0.016015494059369063,['基金']
276,0.016015494059369063,['利率']
692,0.015047115348802563,['条件']
754,0.015009870013780773,['消费者']
609,0.014935379343737197,['措施']
169,0.014898134008715409,['以来']
3641,0.014823643338671831,"['社会', '经济']"
638,0.014600171328541101,['文化']
2854,0.014600171328541101,"['市场', '政策']"
182,0.014376699318410369,['传统']
853,0.014339453983388581,['程度']
1921,0.014264963313345003,"['企业', '经济']"
858,0.014264963313345003,['空间']
127,0.014153227308279639,['互联网']
908,0.014115981973257849,['网络']
740,0.014078736638236061,['法律']
2209,0.014004245968192485,"['公司', '市场']"
2967,0.013967000633170695,"['市场', '资金']"
3094,0.013967000633170695,"['我国', '经济']"
452,0.013929755298148907,['实体']
