,support,itemsets
233,0.1777767316323008,['经济']
123,0.14077456611116343,['市场']
9,0.11635753067821611,['中国']
42,0.10482377679440102,['企业']
294,0.08586762075134168,['问题']
154,0.06772745818033456,['政府']
222,0.06493424975677117,['社会']
156,0.06471455920660327,['政策']
95,0.05807676615510153,['国家']
292,0.052851269497536324,['金融']
140,0.046872548096538305,['我国']
280,0.045774095345698776,['资本']
22,0.04483256441640775,['产业']
58,0.04450302859115589,['公司']
49,0.0414273608888052,['作用']
144,0.041113517245708185,['技术']
169,0.04040736904873992,['方面']
69,0.04017198631641716,['制度']
320,0.038900919561874275,"['中国', '经济']"
300,0.03836738536860936,['风险']
282,0.038288924457835105,['资金']
281,0.037928004268273544,['资源']
97,0.03708062643191162,['国际']
297,0.03668832187804036,['需求']
85,0.0365470922386467,['原因']
40,0.0361704798669303,['价格']
242,0.03489941311238741,['美国']
293,0.03427172582619339,['银行']
138,0.03361265417568967,['成本']
105,0.033314502714747514,['基础']
237,0.03224743432821768,['结构']
194,0.03216897341744343,['水平']
152,0.03198066723158523,['收入']
211,0.0313215955810815,['现在']
135,0.03042714119825503,['情况']
276,0.02981514609421586,['货币']
23,0.029014844804318488,['产品']
209,0.028606848068292376,['环境']
47,0.02840284970027932,['体制']
182,0.027837931142704705,['机构']
181,0.027461318770988292,['机制']
4,0.027445626588833445,['世界']
218,0.027445626588833445,['目前']
48,0.02700624548849763,['体系']
93,0.02631578947368421,['国内']
253,0.0259391771019678,['能力']
166,0.02531148981577378,['方式']
412,0.02427580579355365,"['市场', '经济']"
56,0.02350688886796598,['全球']
103,0.02284781721746226,['城市']
256,0.02283212503530741,['行业']
146,0.0225496657565201,['投资者']
279,0.02237705175281675,['资产']
285,0.02237705175281675,['过程']
277,0.022345667388507046,['质量']
338,0.022267206477732792,"['企业', '市场']"
100,0.021341367730596618,['地区']
101,0.02113736936258356,['地方']
51,0.021074600633964158,['信息']
174,0.020901986630260803,['时间']
186,0.020870602265951103,['条件']
299,0.0208078335373317,['领域']
440,0.020729372626557448,"['政策', '经济']"
257,0.02010168534036343,['行为']
59,0.02005460879389888,['关系']
92,0.02002322442958918,['因素']
159,0.019662304240027618,['效率']
179,0.019536766782788813,['未来']
68,0.019269999686156357,['利益']
266,0.019222923139691806,['规模']
458,0.019066001318143302,"['社会', '经济']"
290,0.018783542039355994,['部门']
474,0.01865800458211719,"['经济', '问题']"
26,0.01861092803565264,['人口']
141,0.018234315663936226,['战略']
274,0.018140162571007125,['财政']
347,0.01801462511376832,"['企业', '经济']"
34,0.017732165834981013,['今年']
64,0.017590936195587357,['农村']
419,0.017590936195587357,"['市场', '资本']"
44,0.017543859649122806,['优势']
219,0.01724570818818065,['目标']
430,0.017010325455857893,"['我国', '经济']"
284,0.017010325455857893,['过去']
114,0.01699463327370304,['宏观']
67,0.016869095816464237,['利率']
298,0.016837711452154538,['项目']
172,0.016618020901986632,['时候']
81,0.016570944355522078,['危机']
225,0.01655525217336723,['科技']
83,0.016523867809057527,['压力']
261,0.016194331983805668,['要素']
15,0.016178639801650817,['之间']
226,0.016131563255186266,['程度']
310,0.016084486708721715,"['中国', '市场']"
151,0.01586479615855381,['措施']
190,0.015739258701315005,['模式']
386,0.0155195681511471,"['国家', '经济']"
436,0.015456799422527697,"['政府', '经济']"
287,0.015064494868656436,['速度']
25,0.015048802686501585,['人们']
39,0.01492326522926278,['价值']
472,0.01492326522926278,"['经济', '金融']"
38,0.014891880864953081,['以来']
180,0.014719266861249726,['机会']
128,0.014672190314785174,['当前']
215,0.014593729404010922,['理论']
29,0.014483884128926969,['人民']
213,0.014483884128926969,['现象']
65,0.014436807582462418,['农民']
30,0.014358346671688164,['人民币']
161,0.01420142485013966,['数据']
249,0.014107271757210557,['股市']
118,0.014091579575055708,['居民']
82,0.013950349935662054,['历史']
8,0.013887581207042652,['个人']
295,0.01382481247842325,['阶段']
45,0.013746351567648998,['传统']
403,0.013714967203339297,"['市场', '政府']"
106,0.013652198474719894,['基金']
342,0.013589429746100492,"['企业', '政府']"
76,0.013558045381790791,['劳动力']
197,0.01347958447101654,['法律']
195,0.013354047013777737,['汇率']
251,0.013275586103003483,['股票']
239,0.013244201738693782,['结果']
460,0.013102972099300128,"['经济', '结构']"
269,0.013071587734990427,['设施']
2,0.012883281549132222,['GDP']
124,0.012851897184822521,['市场经济']
328,0.01282051282051282,"['产业', '经济']"
63,0.012757744091893418,['农业']
87,0.012679283181119166,['可能']
278,0.012647898816809465,['贷款']
404,0.012600822270344914,"['市场', '政策']"
37,0.01241251608448671,['以后']
308,0.012381131720177008,"['中国', '国家']"
422,0.012365439538022157,"['市场', '金融']"
73,0.012255594262938204,['办法']
90,0.012239902080783354,['商业']
366,0.012224209898628503,"['作用', '经济']"
171,0.0121614411700091,['时代']
14,0.0120986724413897,['之后']
324,0.011988827166305746,"['中国', '问题']"
10,0.011800520980447541,['中央']
442,0.011784828798292691,"['政策', '货币']"
228,0.011596522612434485,['空间']
142,0.011565138248124784,['房地产']
98,0.011565138248124784,['土地']
220,0.011565138248124784,['目的']
236,0.011549446065969934,['经验']
125,0.011533753883815083,['平台']
363,0.011518061701660233,"['作用', '市场']"
12,0.011502369519505382,['主体']
260,0.011502369519505382,['要求']
389,0.01145529297304083,"['国际', '经济']"
75,0.011219910240718074,['动力']
19,0.011219910240718074,['互联网']
164,0.011204218058563224,['文化']
302,0.011188525876408374,"['世界', '经济']"
145,0.011172833694253523,['投资']
301,0.011094372783479271,"['世界', '中国']"
201,0.01106298841916957,['消费者']
188,0.01106298841916957,['核心']
476,0.01106298841916957,"['经济', '需求']"
333,0.011047296237014718,"['价格', '市场']"
173,0.011031604054859869,['时期']
359,0.011000219690550168,"['体制', '经济']"
223,0.010953143144085617,['社会主义']
115,0.010858990051156514,['实体']
119,0.010811913504691963,['工业']
55,0.010780529140382262,['全国']
136,0.010686376047453159,['意义']
420,0.010670683865298309,"['市场', '资源']"
165,0.010607915136678907,['方向']
424,0.010592222954524055,"['市场', '问题']"
238,0.010592222954524055,['结构性']
396,0.010545146408059505,"['宏观', '经济']"
394,0.010498069861594954,"['基础', '设施']"
35,0.010466685497285253,['以上']
370,0.010466685497285253,"['公司', '市场']"
461,0.010466685497285253,"['经济', '美国']"
451,0.010435301132975552,"['机构', '金融']"
112,0.0104196089508207,['央行']
468,0.01040391676866585,"['经济', '资源']"
240,0.01037253240435615,['网络']
421,0.010309763675736747,"['市场', '资金']"
309,0.010278379311427046,"['中国', '国际']"
72,0.010231302764962496,['力量']
122,0.010199918400652794,['差距']
155,0.010199918400652794,['政治']
109,0.010137149672033392,['外汇']
356,0.010137149672033392,"['企业', '问题']"
484,0.010090073125568842,"['金融', '风险']"
187,0.010074380943413992,['标准']
304,0.010074380943413992,"['中国', '企业']"
275,0.01005868876125914,['责任']
283,0.01005868876125914,['趋势']
241,0.01004299657910429,['美元']
210,0.01004299657910429,['现代']
255,0.009995920032639738,['范围']
70,0.009933151304020338,['制造业']
467,0.009886074757555785,"['经济', '资本']"
91,0.009760537300316983,['商品']
6,0.009744845118162131,['业务']
434,0.009729152936007282,"['政府', '政策']"
447,0.009650692025233028,"['方面', '经济']"
110,0.009619307660923329,['外资']
397,0.009525154567994226,"['实体', '经济']"
157,0.009525154567994226,['效应']
143,0.009478078021529675,['手段']
234,0.009446693657219974,['经济学']
229,0.009383924928600572,['竞争力']
24,0.00930546401782632,['产权']
465,0.009227003107052066,"['经济', '货币']"
369,0.009179926560587515,"['全球', '经济']"
66,0.009117157831968113,['利润']
402,0.009117157831968113,"['市场', '投资者']"
388,0.009038696921193861,"['国际', '市场']"
232,0.00902300473903901,['组织']
170,0.00897592819257446,['日本']
78,0.00897592819257446,['区域']
406,0.00896023601041961,"['市场', '机制']"
108,0.00896023601041961,['增长率']
86,0.00896023601041961,['去年']
126,0.008897467281800207,['年代']
391,0.008866082917490506,"['地方', '政府']"
321,0.008850390735335657,"['中国', '美国']"
426,0.008834698553180805,"['市场', '风险']"
393,0.008787622006716254,"['基础', '经济']"
71,0.008771929824561403,['力度']
27,0.008756237642406553,['人员']
268,0.008709161095942,['计划']
339,0.008693468913787151,"['企业', '成本']"
153,0.00866208454947745,['收益']
148,0.00866208454947745,['指数']
351,0.008552239274393497,"['企业', '资本']"
175,0.008520854910083796,['最后']
216,0.008458086181464394,['生态']
327,0.008426701817154693,"['产业', '技术']"
466,0.008395317452844992,"['经济', '质量']"
380,0.00831685654207074,"['国内', '市场']"
453,0.00830116435991589,"['水平', '经济']"
454,0.00826977999560619,"['环境', '经济']"
99,0.008254087813451338,['地位']
28,0.008238395631296488,['人才']
459,0.008191319084831937,"['社会', '问题']"
432,0.008128550356212535,"['技术', '经济']"
258,0.008128550356212535,['行政']
341,0.008097165991902834,"['企业', '技术']"
54,0.008081473809747984,['债务']
163,0.008050089445438283,['整体']
325,0.008018705081128582,"['产业', '企业']"
312,0.00800301289897373,"['中国', '政策']"
318,0.007987320716818881,"['中国', '社会']"
435,0.007987320716818881,"['政府', '社会']"
88,0.007987320716818881,['同时']
375,0.00797162853466403,"['危机', '金融']"
18,0.007924551988199479,['事情']
270,0.007877475441734928,['证券']
291,0.007861783259580077,['重点']
478,0.007846091077425227,"['经济', '风险']"
371,0.0077990145309606755,"['制度', '市场']"
189,0.007783322348805825,['格局']
158,0.007751937984496124,['效果']
113,0.007720553620186423,['学生']
221,0.007704861438031572,['知识']
311,0.007673477073721872,"['中国', '政府']"
400,0.0076577848915670215,"['市场', '我国']"
193,0.007642092709412171,['比重']
439,0.007642092709412171,"['政府', '问题']"
361,0.0076264005272573205,"['体系', '经济']"
263,0.00761070834510247,['规则']
372,0.007595016162947619,"['制度', '经济']"
137,0.007579323980792769,['意见']
107,0.007532247434328218,['增速']
84,0.007500863070018517,['原则']
206,0.007500863070018517,['特色']
230,0.007500863070018517,['精神']
267,0.0074851708878636665,['角度']
33,0.007469478705708816,['今天']
377,0.007469478705708816,"['原因', '经济']"
192,0.007453786523553965,['比例']
129,0.007453786523553965,['当时']
329,0.007438094341399115,"['产业', '结构']"
61,0.0073753256127797135,['内容']
286,0.0073753256127797135,['进程']
482,0.007359633430624863,"['金融', '银行']"
177,0.0073439412484700125,['服务业']
74,0.007312556884160311,['功能']
102,0.007312556884160311,['城乡']
337,0.007312556884160311,"['企业', '国家']"
425,0.007296864702005461,"['市场', '需求']"
343,0.00728117251985061,"['企业', '政策']"
11,0.007249788155540909,['中心']
346,0.007249788155540909,"['企业', '社会']"
250,0.007249788155540909,['股权']
433,0.007234095973386059,"['收入', '经济']"
176,0.007187019426921508,['最近']
130,0.007171327244766657,['形势']
354,0.007139942880456956,"['企业', '金融']"
323,0.007124250698302106,"['中国', '金融']"
132,0.007108558516147255,['思想']
381,0.007092866333992405,"['国内', '经济']"
53,0.0070614819696827045,['信贷']
199,0.007045789787527854,['活力']
445,0.007045789787527854,"['效率', '经济']"
133,0.006983021058908452,['总体']
405,0.006967328876753601,"['市场', '方面']"
382,0.006967328876753601,"['国家', '市场']"
43,0.006951636694598751,['企业家']
331,0.0069359445124439,"['产品', '市场']"
200,0.00692025233028905,['流动性']
353,0.006888867965979349,"['企业', '资金']"
207,0.006888867965979349,['状况']
444,0.006873175783824499,"['政策', '问题']"
471,0.006857483601669648,"['经济', '速度']"
326,0.006857483601669648,"['产业', '市场']"
401,0.006841791419514798,"['市场', '技术']"
418,0.006841791419514798,"['市场', '货币']"
355,0.006841791419514798,"['企业', '银行']"
446,0.006826099237359947,"['方式', '经济']"
252,0.006794714873050246,['背景']
46,0.006794714873050246,['住房']
60,0.006794714873050246,['关键']
198,0.006794714873050246,['泡沫']
214,0.006763330508740545,['理念']
17,0.006747638326585695,['事件']
5,0.006716253962275994,['世纪']
150,0.006684869597966293,['损失']
52,0.006590716505037191,['信用']
41,0.00657502432288234,['任务']
96,0.006496563412108088,['国民经济']
212,0.006480871229953237,['现实']
89,0.0064651790477983865,['周期']
111,0.006449486865643537,['外部']
364,0.006433794683488686,"['作用', '政府']"
31,0.006418102501333836,['人类']
374,0.006386718137024135,"['危机', '经济']"
273,0.006371025954869284,['财富']
183,0.006371025954869284,['机遇']
231,0.006371025954869284,['系统']
246,0.006355333772714434,['股东']
20,0.006355333772714434,['交易']
162,0.006355333772714434,['数量']
441,0.006339641590559583,"['政策', '财政']"
289,0.006339641590559583,['部分']
116,0.006339641590559583,['家庭']
131,0.006339641590559583,['形式']
416,0.0063239494084047325,"['市场', '股票']"
428,0.0063239494084047325,"['情况', '经济']"
322,0.006308257226249882,"['中国', '资本']"
409,0.006276872861940182,"['市场', '环境']"
134,0.00622979631547563,['总量']
121,0.00622979631547563,['工资']
147,0.00621410413332078,['报告']
305,0.006198411951165929,"['中国', '全球']"
456,0.0061827197690110785,"['现在', '问题']"
139,0.0061827197690110785,['成果']
196,0.006167027586856228,['汽车']
470,0.006135643222546528,"['经济', '过程']"
244,0.006119951040391677,['群众']
7,0.006119951040391677,['东西']
271,0.006104258858236827,['负担']
429,0.006088566676081976,"['成本', '经济']"
395,0.006088566676081976,"['宏观', '政策']"
217,0.006072874493927126,['用户']
378,0.006057182311772275,"['商业', '银行']"
423,0.006010105765307723,"['市场', '银行']"
463,0.005994413583152873,"['经济', '要素']"
399,0.005978721400998023,"['市场', '成本']"
411,0.005978721400998023,"['市场', '社会']"
149,0.005963029218843173,['指标']
344,0.005963029218843173,"['企业', '方面']"
0,0.005931644854533472,['2018年']
357,0.005931644854533472,"['企业', '风险']"
330,0.005915952672378621,"['产品', '企业']"
227,0.005915952672378621,['税收']
362,0.0059002604902237705,"['体系', '金融']"
352,0.0059002604902237705,"['企业', '资源']"
455,0.00588456830806892,"['现在', '经济']"
62,0.00588456830806892,['内部']
314,0.00588456830806892,"['中国', '水平']"
407,0.005868876125914069,"['市场', '机构']"
438,0.005868876125914069,"['政府', '资源']"
21,0.005868876125914069,['交通']
387,0.005868876125914069,"['国家', '问题']"
303,0.005853183943759219,"['中国', '产业']"
202,0.005853183943759219,['渠道']
264,0.005853183943759219,['规定']
1,0.005837491761604368,['9月']
235,0.005837491761604368,['经济学家']
315,0.005837491761604368,"['中国', '特色']"
247,0.0057904152151398176,['股价']
254,0.0057904152151398176,['能源']
385,0.005774723032984967,"['国家', '社会']"
262,0.0057590308508301165,['规划']
373,0.005727646486520415,"['动力', '经济']"
120,0.005727646486520415,['工具']
340,0.005727646486520415,"['企业', '我国']"
457,0.005711954304365565,"['目前', '经济']"
94,0.005711954304365565,['国外']
483,0.005696262122210714,"['金融', '问题']"
32,0.005696262122210714,['今后']
319,0.005696262122210714,"['中国', '社会主义']"
50,0.005680569940055864,['信心']
296,0.005680569940055864,['集团']
350,0.005664877757901014,"['企业', '行业']"
167,0.0056178012114364625,['方案']
307,0.0056178012114364625,"['中国', '国内']"
208,0.0056178012114364625,['状态']
168,0.005602109029281612,['方法']
335,0.005602109029281612,"['企业', '公司']"
449,0.005570724664971911,"['未来', '经济']"
79,0.00555503248281706,['医疗']
462,0.00555503248281706,"['经济', '能力']"
13,0.00555503248281706,['之前']
80,0.005523648118507359,['单位']
390,0.0055079559363525096,"['地区', '经济']"
379,0.005492263754197659,"['因素', '经济']"
349,0.005492263754197659,"['企业', '能力']"
480,0.005492263754197659,"['贷款', '银行']"
272,0.0054765715720428085,['贡献']
332,0.005445187207733107,"['人民币', '汇率']"
316,0.005445187207733107,"['中国', '现在']"
