,support,itemsets
356,0.1777767316323008,['经济']
193,0.14077456611116343,['市场']
19,0.11635753067821611,['中国']
68,0.10482377679440102,['企业']
444,0.08586762075134168,['问题']
240,0.06772745818033456,['政府']
337,0.06493424975677117,['社会']
242,0.06471455920660327,['政策']
145,0.05807676615510153,['国家']
442,0.052851269497536324,['金融']
222,0.046872548096538305,['我国']
422,0.045774095345698776,['资本']
40,0.04483256441640775,['产业']
91,0.04450302859115589,['公司']
77,0.0414273608888052,['作用']
228,0.041113517245708185,['技术']
259,0.04040736904873992,['方面']
107,0.04017198631641716,['制度']
507,0.038900919561874275,"['中国', '经济']"
455,0.03836738536860936,['风险']
424,0.038288924457835105,['资金']
423,0.037928004268273544,['资源']
147,0.03708062643191162,['国际']
449,0.03668832187804036,['需求']
127,0.0365470922386467,['原因']
66,0.0361704798669303,['价格']
367,0.03489941311238741,['美国']
443,0.03427172582619339,['银行']
220,0.03361265417568967,['成本']
155,0.033314502714747514,['基础']
361,0.03224743432821768,['结构']
294,0.03216897341744343,['水平']
237,0.03198066723158523,['收入']
319,0.0313215955810815,['现在']
215,0.03042714119825503,['情况']
417,0.02981514609421586,['货币']
42,0.029014844804318488,['产品']
316,0.028606848068292376,['环境']
75,0.02840284970027932,['体制']
275,0.027837931142704705,['机构']
274,0.027461318770988292,['机制']
332,0.027445626588833445,['目前']
13,0.027445626588833445,['世界']
76,0.02700624548849763,['体系']
142,0.02631578947368421,['国内']
382,0.0259391771019678,['能力']
256,0.02531148981577378,['方式']
764,0.02427580579355365,"['市场', '经济']"
89,0.02350688886796598,['全球']
153,0.02284781721746226,['城市']
387,0.02283212503530741,['行业']
230,0.0225496657565201,['投资者']
428,0.02237705175281675,['过程']
421,0.02237705175281675,['资产']
418,0.022345667388507046,['质量']
576,0.022267206477732792,"['企业', '市场']"
150,0.021341367730596618,['地区']
151,0.02113736936258356,['地方']
82,0.021074600633964158,['信息']
264,0.020901986630260803,['时间']
281,0.020870602265951103,['条件']
454,0.0208078335373317,['领域']
836,0.020729372626557448,"['政策', '经济']"
388,0.02010168534036343,['行为']
94,0.02005460879389888,['关系']
139,0.02002322442958918,['因素']
246,0.019662304240027618,['效率']
271,0.019536766782788813,['未来']
106,0.019269999686156357,['利益']
401,0.019222923139691806,['规模']
881,0.019066001318143302,"['社会', '经济']"
439,0.018783542039355994,['部门']
912,0.01865800458211719,"['经济', '问题']"
46,0.01861092803565264,['人口']
223,0.018234315663936226,['战略']
415,0.018140162571007125,['财政']
596,0.01801462511376832,"['企业', '经济']"
57,0.017732165834981013,['今年']
777,0.017590936195587357,"['市场', '资本']"
101,0.017590936195587357,['农村']
70,0.017543859649122806,['优势']
333,0.01724570818818065,['目标']
801,0.017010325455857893,"['我国', '经济']"
427,0.017010325455857893,['过去']
175,0.01699463327370304,['宏观']
105,0.016869095816464237,['利率']
451,0.016837711452154538,['项目']
262,0.016618020901986632,['时候']
123,0.016570944355522078,['危机']
342,0.01655525217336723,['科技']
125,0.016523867809057527,['压力']
394,0.016194331983805668,['要素']
30,0.016178639801650817,['之间']
345,0.016131563255186266,['程度']
486,0.016084486708721715,"['中国', '市场']"
235,0.01586479615855381,['措施']
288,0.015739258701315005,['模式']
703,0.0155195681511471,"['国家', '经济']"
824,0.015456799422527697,"['政府', '经济']"
434,0.015064494868656436,['速度']
44,0.015048802686501585,['人们']
65,0.01492326522926278,['价值']
910,0.01492326522926278,"['经济', '金融']"
64,0.014891880864953081,['以来']
273,0.014719266861249726,['机会']
202,0.014672190314785174,['当前']
325,0.014593729404010922,['理论']
321,0.014483884128926969,['现象']
52,0.014483884128926969,['人民']
102,0.014436807582462418,['农民']
53,0.014358346671688164,['人民币']
249,0.01420142485013966,['数据']
377,0.014107271757210557,['股市']
186,0.014091579575055708,['居民']
124,0.013950349935662054,['历史']
18,0.013887581207042652,['个人']
445,0.01382481247842325,['阶段']
72,0.013746351567648998,['传统']
745,0.013714967203339297,"['市场', '政府']"
156,0.013652198474719894,['基金']
582,0.013589429746100492,"['企业', '政府']"
116,0.013558045381790791,['劳动力']
297,0.01347958447101654,['法律']
295,0.013354047013777737,['汇率']
379,0.013275586103003483,['股票']
363,0.013244201738693782,['结果']
890,0.013102972099300128,"['经济', '结构']"
408,0.013071587734990427,['设施']
7,0.012883281549132222,['GDP']
194,0.012851897184822521,['市场经济']
537,0.01282051282051282,"['产业', '经济']"
99,0.012757744091893418,['农业']
130,0.012679283181119166,['可能']
419,0.012647898816809465,['贷款']
746,0.012600822270344914,"['市场', '政策']"
62,0.01241251608448671,['以后']
483,0.012381131720177008,"['中国', '国家']"
781,0.012365439538022157,"['市场', '金融']"
113,0.012255594262938204,['办法']
137,0.012239902080783354,['商业']
634,0.012224209898628503,"['作用', '经济']"
261,0.0121614411700091,['时代']
28,0.0120986724413897,['之后']
519,0.011988827166305746,"['中国', '问题']"
20,0.011800520980447541,['中央']
839,0.011784828798292691,"['政策', '货币']"
347,0.011596522612434485,['空间']
225,0.011565138248124784,['房地产']
148,0.011565138248124784,['土地']
334,0.011565138248124784,['目的']
360,0.011549446065969934,['经验']
199,0.011533753883815083,['平台']
629,0.011518061701660233,"['作用', '市场']"
24,0.011502369519505382,['主体']
393,0.011502369519505382,['要求']
711,0.01145529297304083,"['国际', '经济']"
115,0.011219910240718074,['动力']
36,0.011219910240718074,['互联网']
252,0.011204218058563224,['文化']
465,0.011188525876408374,"['世界', '经济']"
229,0.011172833694253523,['投资']
460,0.011094372783479271,"['世界', '中国']"
304,0.01106298841916957,['消费者']
284,0.01106298841916957,['核心']
914,0.01106298841916957,"['经济', '需求']"
560,0.011047296237014718,"['价格', '市场']"
263,0.011031604054859869,['时期']
622,0.011000219690550168,"['体制', '经济']"
338,0.010953143144085617,['社会主义']
177,0.010858990051156514,['实体']
187,0.010811913504691963,['工业']
88,0.010780529140382262,['全国']
217,0.010686376047453159,['意义']
778,0.010670683865298309,"['市场', '资源']"
255,0.010607915136678907,['方向']
362,0.010592222954524055,['结构性']
783,0.010592222954524055,"['市场', '问题']"
731,0.010545146408059505,"['宏观', '经济']"
724,0.010498069861594954,"['基础', '设施']"
59,0.010466685497285253,['以上']
645,0.010466685497285253,"['公司', '市场']"
892,0.010466685497285253,"['经济', '美国']"
859,0.010435301132975552,"['机构', '金融']"
166,0.0104196089508207,['央行']
903,0.01040391676866585,"['经济', '资源']"
365,0.01037253240435615,['网络']
779,0.010309763675736747,"['市场', '资金']"
484,0.010278379311427046,"['中国', '国际']"
112,0.010231302764962496,['力量']
192,0.010199918400652794,['差距']
241,0.010199918400652794,['政治']
161,0.010137149672033392,['外汇']
609,0.010137149672033392,"['企业', '问题']"
938,0.010090073125568842,"['金融', '风险']"
283,0.010074380943413992,['标准']
474,0.010074380943413992,"['中国', '企业']"
426,0.01005868876125914,['趋势']
416,0.01005868876125914,['责任']
318,0.01004299657910429,['现代']
366,0.01004299657910429,['美元']
386,0.009995920032639738,['范围']
108,0.009933151304020338,['制造业']
902,0.009886074757555785,"['经济', '资本']"
138,0.009760537300316983,['商品']
15,0.009744845118162131,['业务']
819,0.009729152936007282,"['政府', '政策']"
849,0.009650692025233028,"['方面', '经济']"
162,0.009619307660923329,['外资']
732,0.009525154567994226,"['实体', '经济']"
244,0.009525154567994226,['效应']
227,0.009478078021529675,['手段']
358,0.009446693657219974,['经济学']
348,0.009383924928600572,['竞争力']
43,0.00930546401782632,['产权']
899,0.009227003107052066,"['经济', '货币']"
642,0.009179926560587515,"['全球', '经济']"
743,0.009117157831968113,"['市场', '投资者']"
104,0.009117157831968113,['利润']
709,0.009038696921193861,"['国际', '市场']"
355,0.00902300473903901,['组织']
260,0.00897592819257446,['日本']
119,0.00897592819257446,['区域']
159,0.00896023601041961,['增长率']
753,0.00896023601041961,"['市场', '机制']"
128,0.00896023601041961,['去年']
200,0.008897467281800207,['年代']
717,0.008866082917490506,"['地方', '政府']"
509,0.008850390735335657,"['中国', '美国']"
786,0.008834698553180805,"['市场', '风险']"
723,0.008787622006716254,"['基础', '经济']"
111,0.008771929824561403,['力度']
47,0.008756237642406553,['人员']
403,0.008709161095942,['计划']
578,0.008693468913787151,"['企业', '成本']"
239,0.00866208454947745,['收益']
232,0.00866208454947745,['指数']
603,0.008552239274393497,"['企业', '资本']"
267,0.008520854910083796,['最后']
328,0.008458086181464394,['生态']
534,0.008426701817154693,"['产业', '技术']"
900,0.008395317452844992,"['经济', '质量']"
691,0.00831685654207074,"['国内', '市场']"
864,0.00830116435991589,"['水平', '经济']"
870,0.00826977999560619,"['环境', '经济']"
149,0.008254087813451338,['地位']
51,0.008238395631296488,['人才']
884,0.008191319084831937,"['社会', '问题']"
390,0.008128550356212535,['行政']
808,0.008128550356212535,"['技术', '经济']"
580,0.008097165991902834,"['企业', '技术']"
86,0.008081473809747984,['债务']
251,0.008050089445438283,['整体']
527,0.008018705081128582,"['产业', '企业']"
494,0.00800301289897373,"['中国', '政策']"
132,0.007987320716818881,['同时']
505,0.007987320716818881,"['中国', '社会']"
823,0.007987320716818881,"['政府', '社会']"
681,0.00797162853466403,"['危机', '金融']"
35,0.007924551988199479,['事情']
409,0.007877475441734928,['证券']
441,0.007861783259580077,['重点']
916,0.007846091077425227,"['经济', '风险']"
669,0.0077990145309606755,"['制度', '市场']"
285,0.007783322348805825,['格局']
245,0.007751937984496124,['效果']
173,0.007720553620186423,['学生']
335,0.007704861438031572,['知识']
493,0.007673477073721872,"['中国', '政府']"
740,0.0076577848915670215,"['市场', '我国']"
830,0.007642092709412171,"['政府', '问题']"
292,0.007642092709412171,['比重']
626,0.0076264005272573205,"['体系', '经济']"
398,0.00761070834510247,['规则']
674,0.007595016162947619,"['制度', '经济']"
218,0.007579323980792769,['意见']
157,0.007532247434328218,['增速']
351,0.007500863070018517,['精神']
126,0.007500863070018517,['原则']
313,0.007500863070018517,['特色']
402,0.0074851708878636665,['角度']
685,0.007469478705708816,"['原因', '经济']"
56,0.007469478705708816,['今天']
291,0.007453786523553965,['比例']
205,0.007453786523553965,['当时']
538,0.007438094341399115,"['产业', '结构']"
96,0.0073753256127797135,['内容']
431,0.0073753256127797135,['进程']
936,0.007359633430624863,"['金融', '银行']"
269,0.0073439412484700125,['服务业']
152,0.007312556884160311,['城乡']
572,0.007312556884160311,"['企业', '国家']"
114,0.007312556884160311,['功能']
784,0.007296864702005461,"['市场', '需求']"
583,0.00728117251985061,"['企业', '政策']"
593,0.007249788155540909,"['企业', '社会']"
378,0.007249788155540909,['股权']
22,0.007249788155540909,['中心']
817,0.007234095973386059,"['收入', '经济']"
268,0.007187019426921508,['最近']
206,0.007171327244766657,['形势']
607,0.007139942880456956,"['企业', '金融']"
517,0.007124250698302106,"['中国', '金融']"
210,0.007108558516147255,['思想']
692,0.007092866333992405,"['国内', '经济']"
84,0.0070614819696827045,['信贷']
301,0.007045789787527854,['活力']
845,0.007045789787527854,"['效率', '经济']"
213,0.006983021058908452,['总体']
749,0.006967328876753601,"['市场', '方面']"
695,0.006967328876753601,"['国家', '市场']"
69,0.006951636694598751,['企业家']
544,0.0069359445124439,"['产品', '市场']"
302,0.00692025233028905,['流动性']
605,0.006888867965979349,"['企业', '资金']"
314,0.006888867965979349,['状况']
842,0.006873175783824499,"['政策', '问题']"
908,0.006857483601669648,"['经济', '速度']"
532,0.006857483601669648,"['产业', '市场']"
742,0.006841791419514798,"['市场', '技术']"
608,0.006841791419514798,"['企业', '银行']"
774,0.006841791419514798,"['市场', '货币']"
847,0.006826099237359947,"['方式', '经济']"
95,0.006794714873050246,['关键']
300,0.006794714873050246,['泡沫']
74,0.006794714873050246,['住房']
381,0.006794714873050246,['背景']
323,0.006763330508740545,['理念']
33,0.006747638326585695,['事件']
14,0.006716253962275994,['世纪']
234,0.006684869597966293,['损失']
83,0.006590716505037191,['信用']
67,0.00657502432288234,['任务']
146,0.006496563412108088,['国民经济']
320,0.006480871229953237,['现实']
135,0.0064651790477983865,['周期']
163,0.006449486865643537,['外部']
630,0.006433794683488686,"['作用', '政府']"
54,0.006418102501333836,['人类']
680,0.006386718137024135,"['危机', '经济']"
276,0.006371025954869284,['机遇']
414,0.006371025954869284,['财富']
352,0.006371025954869284,['系统']
374,0.006355333772714434,['股东']
250,0.006355333772714434,['数量']
38,0.006355333772714434,['交易']
438,0.006339641590559583,['部分']
838,0.006339641590559583,"['政策', '财政']"
181,0.006339641590559583,['家庭']
207,0.006339641590559583,['形式']
768,0.0063239494084047325,"['市场', '股票']"
792,0.0063239494084047325,"['情况', '经济']"
512,0.006308257226249882,"['中国', '资本']"
759,0.006276872861940182,"['市场', '环境']"
190,0.00622979631547563,['工资']
214,0.00622979631547563,['总量']
231,0.00621410413332078,['报告']
479,0.006198411951165929,"['中国', '全球']"
221,0.0061827197690110785,['成果']
875,0.0061827197690110785,"['现在', '问题']"
296,0.006167027586856228,['汽车']
907,0.006135643222546528,"['经济', '过程']"
17,0.006119951040391677,['东西']
369,0.006119951040391677,['群众']
411,0.006104258858236827,['负担']
794,0.006088566676081976,"['成本', '经济']"
730,0.006088566676081976,"['宏观', '政策']"
329,0.006072874493927126,['用户']
687,0.006057182311772275,"['商业', '银行']"
782,0.006010105765307723,"['市场', '银行']"
896,0.005994413583152873,"['经济', '要素']"
