,support,itemsets
224,0.15044214487300095,['发展']
519,0.08161806208842898,['推动']
523,0.06077140169332079,['推进']
551,0.05836312323612418,['改革']
247,0.05569143932267168,['可以']
82,0.05516462841015993,['促进']
300,0.05505174035747883,['增长']
350,0.05392285983066792,['导致']
370,0.05253057384760113,['带来']
479,0.05226716839134525,['投资']
248,0.05098777046095955,['可能']
163,0.04161806208842898,['创新']
987,0.040714957666980245,['需要']
150,0.04015051740357479,['出现']
391,0.03958607714016933,['建设']
417,0.03909689557855127,['影响']
335,0.03785512699905927,['实现']
2,0.03698965192850423,['上市']
1730,0.036688617121354655,"['发展', '推动']"
440,0.036425211665098774,['成为']
595,0.0348447789275635,['服务']
531,0.033527751646284104,['提高']
415,0.03300094073377234,['形成']
946,0.03213546566321731,['造成']
641,0.03194731890874882,['消费']
925,0.030667920978363124,['进行']
495,0.030667920978363124,['持续']
618,0.030630291627469428,['没有']
1213,0.029952963311382877,"['促进', '发展']"
778,0.029576669802445908,['能够']
403,0.028748824082784574,['引导']
528,0.02784571966133584,['提升']
364,0.027770460959548448,['工作']
736,0.027243650047036688,['管理']
293,0.025362182502351834,['增加']
402,0.024684854186265287,['引发']
825,0.024571966133584196,['解决']
327,0.024158043273753527,['存在']
474,0.023555973659454374,['投入']
688,0.02306679209783631,['相关']
832,0.022878645343367827,['认为']
399,0.02284101599247413,['开放']
672,0.02242709313264346,['生产']
187,0.022163687676387583,['加快']
877,0.021599247412982126,['贸易']
538,0.02114769520225776,['支持']
757,0.020959548447789276,['继续']
524,0.020959548447789276,['提供']
860,0.02050799623706491,['调整']
226,0.020470366886171213,['发挥']
683,0.020206961429915335,['监管']
384,0.019943555973659453,['应该']
1741,0.019567262464722485,"['发展', '改革']"
643,0.019153339604891816,['涉及']
1441,0.019078080903104422,"['创新', '发展']"
229,0.01881467544684854,['发生']
1731,0.01881467544684854,"['发展', '推进']"
334,0.01858889934148636,['实施']
674,0.018400752587017875,['生活']
186,0.018363123236124178,['加强']
74,0.01794920037629351,['供给']
918,0.01794920037629351,['进入']
3,0.017836312323612418,['上涨']
259,0.01779868297271872,['吸引']
2655,0.017610536218250237,"['推进', '改革']"
127,0.017572906867356537,['具有']
330,0.01753527751646284,['完善']
200,0.017460018814675446,['升级']
389,0.01742238946378175,['建立']
803,0.01730950141110066,['融资']
284,0.01730950141110066,['坚持']
70,0.01730950141110066,['使得']
561,0.01727187206020696,['教育']
729,0.017121354656632174,['竞争']
250,0.017121354656632174,['合作']
240,0.016857949200376292,['变化']
994,0.016707431796801505,['预期']
68,0.01625587958607714,['作为']
525,0.01610536218250235,['提出']
394,0.016030103480714958,['开始']
369,0.016030103480714958,['带动']
750,0.01599247412982126,['经营']
454,0.015954844778927564,['扩大']
45,0.01576669802445908,['产生']
792,0.015540921919096895,['获得']
10,0.015503292568203198,['下降']
613,0.015465663217309501,['比如']
84,0.01535277516462841,['保持']
976,0.015239887111947318,['降低']
1682,0.014901222953904045,"['发展', '实现']"
1698,0.014863593603010348,"['发展', '建设']"
135,0.014863593603010348,['减少']
184,0.014750705550329257,['加大']
86,0.014524929444967074,['保障']
123,0.014487300094073377,['关注']
83,0.014412041392285984,['保护']
743,0.0141862652869238,['纳入']
620,0.0141862652869238,['治理']
405,0.013885230479774224,['引起']
213,0.013621825023518344,['参与']
573,0.01354656632173095,['无法']
422,0.013508936970837254,['得到']
812,0.013396048918156161,['表示']
941,0.013320790216368767,['选择']
354,0.013245531514581374,['就是']
895,0.012831608654750706,['转型']
883,0.01253057384760113,['起来']
959,0.01253057384760113,['采取']
705,0.012492944496707431,['研究']
71,0.012417685794920037,['使用']
41,0.012417685794920037,['交易']
901,0.012417685794920037,['达到']
56,0.012342427093132644,['优化']
650,0.012304797742238947,['深化']
164,0.01226716839134525,['创造']
887,0.012154280338664157,['超过']
547,0.01211665098777046,['改变']
196,0.012079021636876764,['包括']
2349,0.01200376293508937,"['建设', '推进']"
9,0.011928504233301976,['下跌']
958,0.011928504233301976,['配置']
1,0.01189087488240828,['上升']
279,0.01185324553151458,['国有']
2598,0.011777986829727187,"['推动', '改革']"
296,0.01174035747883349,['增强']
235,0.0116274694261524,['受到']
167,0.0116274694261524,['利用']
1473,0.01147695202257761,"['创新', '推动']"
2394,0.011401693320790217,"['开放', '改革']"
768,0.011401693320790217,['考虑']
353,0.01136406396989652,['就业']
146,0.01136406396989652,['出口']
989,0.011251175917215427,['面临']
916,0.011251175917215427,['还有']
591,0.01095014111006585,['有助于']
751,0.010874882408278457,['结合']
797,0.010799623706491063,['落实']
1673,0.010799623706491063,"['发展', '增长']"
590,0.01072436500470367,['有利于']
548,0.010686735653809972,['改善']
1749,0.010385700846660396,"['发展', '服务']"
802,0.010235183443085607,['融合']
1724,0.010122295390404516,"['发展', '持续']"
927,0.00993414863593603,['违法']
2348,0.009783631232361242,"['建设', '推动']"
156,0.00967074317968015,['分析']
629,0.00967074317968015,['活动']
412,0.00967074317968015,['强调']
281,0.009595484477892756,['在于']
2762,0.009595484477892756,"['改革', '深化']"
815,0.009595484477892756,['要求']
667,0.00955785512699906,['现代化']
912,0.009482596425211666,['运行']
893,0.009482596425211666,['转变']
233,0.009482596425211666,['取得']
489,0.009444967074317969,['拉动']
230,0.00940733772342427,['发行']
589,0.009332079021636876,['有关']
147,0.00929444967074318,['出台']
1575,0.00929444967074318,"['加快', '发展']"
1702,0.00929444967074318,"['发展', '开放']"
1707,0.00929444967074318,"['发展', '形成']"
657,0.009256820319849483,['满足']
610,0.009143932267168392,['正是']
367,0.009106302916274693,['市场化']
954,0.009068673565380997,['避免']
600,0.008993414863593603,['构建']
435,0.008918156161806209,['意味着']
811,0.008918156161806209,['表现']
695,0.008880526810912512,['看到']
149,0.008842897460018815,['出来']
1711,0.008805268109125118,"['发展', '成为']"
302,0.008730009407337723,['处于']
228,0.008730009407337723,['发现']
1001,0.008730009407337723,['鼓励']
396,0.008692380056444026,['开展']
1667,0.008504233301975542,"['发展', '坚持']"
1847,0.008466603951081843,"['发展', '需要']"
979,0.008466603951081843,['限制']
401,0.008428974600188146,['引入']
174,0.008353715898400753,['制造']
871,0.008353715898400753,['贬值']
758,0.008278457196613359,['维护']
471,0.008240827845719662,['抓住']
963,0.008203198494825965,['释放']
1735,0.00812793979303857,"['发展', '提高']"
704,0.008090310442144873,['研发']
411,0.008052681091251176,['强化']
392,0.008052681091251176,['开发']
337,0.008052681091251176,['实践']
497,0.008015051740357479,['指出']
765,0.008015051740357479,['缺乏']
966,0.008015051740357479,['重视']
225,0.007939793038570085,['发布']
449,0.007902163687676388,['打造']
1720,0.007902163687676388,"['发展', '投资']"
289,0.00786453433678269,['培育']
331,0.007826904985888993,['完成']
328,0.007789275634995296,['学习']
129,0.007714016933207902,['冲击']
119,0.007676387582314205,['共享']
571,0.007601128880526811,['旅游']
991,0.007601128880526811,['面对']
1734,0.007601128880526811,"['发展', '提升']"
245,0.007601128880526811,['只能']
623,0.007563499529633114,['波动']
1186,0.007563499529633114,"['供给', '改革']"
1693,0.007525870178739417,"['发展', '带来']"
2190,0.007525870178739417,"['实现', '推动']"
516,0.007525870178739417,['控制']
1246,0.007450611476952022,"['促进', '推动']"
872,0.0074129821260583255,['购买']
171,0.007375352775164629,['制定']
383,0.007337723424270932,['应用']
859,0.007337723424270932,['调控']
1654,0.007337723424270932,"['发展', '发挥']"
576,0.007149576669802446,['是否']
304,0.007149576669802446,['处理']
539,0.007111947318908749,['支撑']
7,0.007036688617121355,['下行']
69,0.007036688617121355,['作出']
968,0.007036688617121355,['销售']
131,0.007036688617121355,['决定']
3020,0.007036688617121355,"['创新', '发展', '推动']"
1736,0.006999059266227657,"['发展', '支持']"
381,0.00696142991533396,['应当']
1474,0.0069238005644402635,"['创新', '推进']"
66,0.006886171213546567,['体现']
938,0.006886171213546567,['适应']
483,0.006848541862652869,['披露']
2439,0.006848541862652869,"['形成', '推动']"
1619,0.006810912511759172,"['升级', '发展']"
1660,0.006810912511759172,"['发展', '可以']"
842,0.006773283160865475,['设计']
2110,0.006773283160865475,"['增长', '消费']"
1480,0.006735653809971778,"['创新', '改革']"
857,0.006698024459078081,['说明']
162,0.006660395108184384,['创业']
368,0.006660395108184384,['希望']
1201,0.006660395108184384,"['促进', '创新']"
2602,0.006622765757290687,"['推动', '服务']"
175,0.00658513640639699,['刺激']
493,0.00658513640639699,['拥有']
504,0.00658513640639699,['振兴']
804,0.006509877704609595,['行动']
1593,0.0064722483537158985,"['加快', '推进']"
466,0.0064722483537158985,['承担']
336,0.006434619002822202,['实行']
936,0.006434619002822202,['退市']
189,0.006396989651928504,['加速']
1703,0.006359360301034807,"['发展', '引导']"
534,0.006359360301034807,['操作']
128,0.006359360301034807,['养老']
2098,0.006359360301034807,"['增长', '投资']"
2101,0.00632173095014111,"['增长', '推动']"
1547,0.006284101599247413,"['加强', '发展']"
592,0.006284101599247413,['有所']
820,0.006284101599247413,['规范']
202,0.0062464722483537155,['协同']
702,0.0062464722483537155,['知道']
903,0.006208842897460019,['过剩']
1255,0.006208842897460019,"['促进', '改革']"
