support,words
0.005147035746790949,政策-经济-货币
0.005115651382481248,中国-经济-问题
0.0048802686501584905,中国-市场-经济
0.00483319210369394,世界-中国-经济
0.0045193484605969315,企业-市场-经济
0.0042839657282741726,中国-特色-社会主义
0.004236889181809623,作用-市场-资源
0.004205504817499922,宏观-政策-经济
0.004111351724570818,中国-政策-经济
0.003970122085177164,实体-经济-金融
0.0038759689922480615,中国-国际-经济
0.0038132002636286602,中国-国家-经济
0.0037818158993189596,企业-市场-资本
0.0036405862599253047,市场-政策-经济
0.0036248940777704546,市场-经济-资本
0.0035464331669962023,市场-政府-经济
0.003499356620531651,中国-社会-经济
0.003499356620531651,市场-经济-资源
0.0033581269811379967,市场-经济-金融
0.003326742616828296,危机-经济-金融
0.003232589523899193,政府-政策-经济
0.003185512977434642,企业-市场-政府
0.003138436430970091,作用-市场-政府
0.0031227442488152408,政策-经济-财政
0.003075667702350689,作用-市场-经济
0.003028591155886137,中国-企业-经济
